0 0.499049 -1.03564 -0.536595
1 1.85381 -2.39451 -0.540704
2 1.84541 -2.38632 -0.540906
3 1.82546 -2.36636 -0.5409
4 1.8308 -2.37111 -0.540305
5 1.85154 -2.39171 -0.540163
6 1.88175 -2.42267 -0.54092
7 1.81526 -2.35742 -0.542159
8 1.86361 -2.40448 -0.540868
9 1.84109 -2.38218 -0.541092
10 1.89504 -2.43548 -0.540443
11 1.91195 -2.45305 -0.541098
12 1.8741 -2.41516 -0.541054
13 1.81084 -2.35278 -0.54194
14 1.84921 -2.38994 -0.540723
15 1.84228 -2.38292 -0.540639
16 1.86734 -2.40738 -0.540036
17 1.85509 -2.39604 -0.540946
18 1.88768 -2.42732 -0.53964
19 1.85735 -2.39775 -0.540398
20 1.8473 -2.38684 -0.539538
21 1.89028 -2.43034 -0.54006
22 1.83481 -2.37501 -0.540204
23 1.87864 -2.41839 -0.539754
24 1.85931 -2.39985 -0.540546
25 1.8554 -2.39509 -0.539691
26 1.84193 -2.38174 -0.539809
27 1.84044 -2.38055 -0.540119
28 1.80555 -2.34724 -0.541689
29 1.82166 -2.36286 -0.5412
30 1.82591 -2.36659 -0.54068
31 1.87914 -2.41931 -0.540168
32 1.9055 -2.44542 -0.539922
33 1.90825 -2.44814 -0.539897
34 1.82216 -2.36269 -0.540525
35 1.88126 -2.42154 -0.54028
36 1.87069 -2.41101 -0.540315
37 1.86467 -2.40489 -0.540212
38 1.86967 -2.41 -0.540324
39 1.84722 -2.38741 -0.540185
40 1.87615 -2.4157 -0.539546
41 1.88562 -2.42566 -0.540044
42 1.95965 -2.49851 -0.538861
43 1.85261 -2.39252 -0.539912
44 1.85045 -2.3904 -0.539951
45 1.85734 -2.39699 -0.53965
46 1.87235 -2.41156 -0.539209
47 1.87762 -2.4177 -0.54008
48 1.84546 -2.38469 -0.53923
49 1.86466 -2.40493 -0.540268
50 1.8222 -2.3622 -0.539993
51 1.80627 -2.3463 -0.540026
52 1.90003 -2.43914 -0.539105
53 1.84848 -2.38784 -0.539363
54 1.85129 -2.39075 -0.539455
55 1.92354 -2.46281 -0.539267
56 1.86846 -2.40863 -0.540168
57 1.85581 -2.39543 -0.539619
58 1.89193 -2.43192 -0.539986
59 1.85179 -2.3919 -0.540107
60 1.83904 -2.37807 -0.539027
61 1.80779 -2.34748 -0.539685
62 1.86826 -2.40716 -0.5389
63 1.81747 -2.35608 -0.538604
64 1.83039 -2.36964 -0.539254
65 1.842 -2.38165 -0.539655
66 1.85424 -2.39397 -0.539728
67 1.82548 -2.36487 -0.539392
68 1.87351 -2.41329 -0.539779
69 1.86264 -2.40182 -0.53918
70 1.93535 -2.47514 -0.539787
71 1.84536 -2.38612 -0.540753
72 1.86655 -2.40678 -0.540234
73 1.8765 -2.41552 -0.539016
74 1.89912 -2.43804 -0.538923
75 1.83906 -2.37891 -0.539856
76 1.88207 -2.42164 -0.539574
77 1.84098 -2.37995 -0.538975
78 1.90147 -2.44028 -0.538807
79 1.84435 -2.3838 -0.539455
80 1.7958 -2.33517 -0.539377
81 1.89105 -2.43024 -0.539188
82 1.8436 -2.38285 -0.539258
83 1.81859 -2.35751 -0.538922
84 1.85578 -2.39558 -0.539796
85 1.916 -2.4553 -0.5393
86 1.88885 -2.42818 -0.53933
87 1.78836 -2.32991 -0.541543
88 1.8648 -2.40465 -0.53985
89 1.84146 -2.3815 -0.540039
90 1.83499 -2.375 -0.540008
91 1.82114 -2.36097 -0.539837
92 1.85518 -2.39447 -0.539287
93 1.86907 -2.40827 -0.539201
94 1.87547 -2.41398 -0.538509
95 1.7998 -2.33963 -0.539828
96 1.9379 -2.47604 -0.538143
97 1.83451 -2.37418 -0.539674
98 1.8868 -2.42572 -0.538917
99 1.79118 -2.33105 -0.539877
